185 2   1993.03003    
186 3   2005.03003    
187 3   2004.05005    
188 3   2004.04004    
189 2   0.00000000    
190 3   2004.02002    
191 2   0.00000000    
192 3   2004.03003    
193 2   1994.01001    
194 3   2004.01001    
195 2   1993.01001    
196 3   2004.03003    
197 2   1994.07996    
198 3   2004.03003    
199 2   1993.12000    
200 3   2003.07996    
201 2   1994.01001    
202 3   2003.06006    
203 2   1995.01001    
204 3   2003.06006    
205 3   2005.05005    
206 3   2005.05005    
207 2   1995.02002    
208 3   2005.03003    
209 2   1995.03003    
210 3   2005.03003    
211 5   2018.0
212 3   2004.09998    
213 3   2004.09998    
214 3   2004.09998    
215 2   0.00000000    
216 3   2004.09998    
217 2   1994.06995    
218 3   2004.07996    
219 2   1995.01001    
220 3   2005.06995    
221 2   1995.01001    
222 3   2005.07996    
223 2   1994.08997    
224 3   2005.06006    
225 2   1994.06006    
226 5   2018.0
227 2   1994.03003    
228 3   2004.06006    
229 2   1994.06995    
230 3   2004.09998    
231 2   1994.06006    
232 3   2004.10999    
233 2   1993.10999    
234 3   2004.09998    
235 2   1995.06006    
236 3   2005.01001    
237 2   0.00000000    
238 3   2004.05005    
239 2   0.00000000    
240 3   2004.05005    
241 2   0.00000000    
242 3   2004.03003    
243 2   1994.07996    
244 3   2004.01001    
245 2   0.00000000    
246 3   2004.02002    
247 2   1994.06006    
248 3   2004.02002    
249 2   1993.06995    
250 3   2003.06006    
251 2   1993.06006    
252 3   2003.06006    
253 2   1994.02002    
254 3   2003.05005    
255 2   1993.04004    
256 3   2005.04004    
257 2   1996.06995    
258 3   2005.05005    
259 2   1995.01001    
260 3   2005.02002    
261 2   1994.05005    
262 3   2004.08997    
263 2   1995.10999    
264 3   2004.09998    
265 2   1995.10999    
266 3   2004.10999    
267 2   1995.02002    
268 3   2004.07996    
269 2   1996.01001    
270 3   2004.06995    
271 2   1994.08997    
272 3   2005.06995    
273 2   1995.12000    
274 3   2005.07996    
275 2   1994.08997    
276 3   2005.06995    
277 2   1995.02002    
278 3   2004.06995    
279 2   1995.02002    
280 3   2004.06995    
281 2   0.00000000    
282 3   2004.07996    
283 2   1993.04004    
284 3   2004.10999    
285 2   1996.04004    
286 3   2005.03003    
287 2   0.00000000    
288 3   2005.03003    
289 5   2018.0
290 3   2004.04004    
291 2   0.00000000    
292 3   2004.02002    
293 2   1993.06995    
294 3   2004.02002    
295 2   1993.01001    
296 3   2004.04004    
297 2   1995.03003    
298 3   2004.02002    
299 2   1993.04004    
300 3   2004.05005    
301 2   1994.01001    
302 3   2003.06006    
303 2   1994.02002    
304 3   2003.05005    
305 2   1994.02002    
306 3   2003.06006    
307 2   1996.08997    
308 3   2005.05005    
309 3   2005.04004    
310 3   2005.03003    
311 2   1995.10999    
312 3   2005.03003    
313 2   1995.12000    
314 3   2004.09998    
315 3   2004.09998    
316 3   2004.09998    
317 2   1995.10999    
318 3   2004.08997    
319 2   1995.02002    
320 3   2004.06995    
321 3   2004.06995    
322 3   2005.07996    
323 2   1994.06995    
324 3   2005.06995    
325 5   2018.0
326 3   2005.07996    
327 3   2005.07996    
328 3   2004.06006    
329 2   1995.02002    
330 3   2004.05005    
331 2   1993.05005    
332 3   2004.08997    
333 3   2004.07996    
334 3   2004.10999    
335 2   1994.01001    
336 3   2004.10999    
337 2   1992.06995    
338 3   2004.10999    
339 3   2004.10999    
340 3   2004.04004    
341 2   0.00000000    
342 3   2005.03003    
343 2   0.00000000    
344 3   2004.02002    
345 3   2004.03003    
346 3   2004.01001    
347 2   1995.06006    
348 3   2004.01001    
349 2   1993.02002    
350 3   2004.05005    
351 3   2004.04004    
352 3   2003.06006    
353 2   1994.09998    
354 3   2003.06006    
355 2   1994.10999    
356 3   2004.02002    
357 3   2003.06006    
358 3   2005.05005    
359 2   1996.06995    
360 3   2005.04004    
361 2   0.00000000    
362 3   2005.03003    
363 2   1995.01001    
364 3   2004.12000    
365 2   1994.04004    
366 3   2004.12000    
367 2   1995.10999    
368 3   2004.09998    
369 2   1994.03003    
370 3   2004.09998    
371 5   2018.0
372 3   2004.06995    
373 2   1994.06995    
374 3   2005.06995    
375 2   1996.01001    
376 3   2005.07996    
377 2   1995.01001    
378 3   2005.07996    
379 2   1995.02002    
380 3   2004.12000    
381 2   1994.06006    
382 3   2004.07996    
383 2   0.00000000    
384 3   2004.07996    
385 2   1993.05005    
386 3   2004.09998    
387 2   1993.05005    
388 3   2005.02002    
389 2   1996.04004    
390 3   2005.03003    
391 2   0.00000000    
392 3   2004.04004    
393 2   0.00000000    
394 3   2004.02002    
395 2   1995.03003    
396 3   2004.02002    
397 2   1995.06006    
398 3   2004.01001    
399 2   1994.10999    
400 3   2004.02002    
401 2   1993.07996    
402 3   2004.05005    
403 2   1994.09998    
404 5   2018.0
405 2   1993.08997    
406 3   2003.06006    
407 2   1993.04004    
408 3   2003.06006    
409 2   1996.06995    
410 3   2005.05005    
411 2   1996.08997    
412 3   2005.03003    
413 2   0.00000000    
414 3   2005.03003    
415 2   1994.06995    
416 3   2004.12000    
417 2   1994.03003    
418 3   2004.10999    
419 2   1995.01001    
420 3   2004.10999    
421 2   1995.01001    
422 3   2004.07996    
423 2   1994.06006    
424 3   2004.06006    
425 2   1994.02002    
426 3   2004.06006    
427 2   1995.03003    
428 3   2005.06995    
429 2   1994.05005    
430 3   2004.06006    
431 2   1995.12000    
432 3   2004.06006    
433 2   0.00000000    
434 3   2004.07996    
435 3   2004.08997    
436 3   2004.09998    
437 2   1994.04004    
438 3   2004.10999    
439 2   0.00000000    
440 3   2005.01001    
441 2   1994.01001    
442 3   2004.08997    
443 2   1993.08997    
444 3   2004.05005    
445 2   0.00000000    
446 3   2004.04004    
447 2   1994.08997    
448 3   2004.02002    
449 2   0.00000000    
450 3   2004.01001    
451 2   1995.04004    
452 3   2004.05005    
453 2   1995.03003    
454 3   2003.06995    
455 2   1993.05005    
456 3   2003.06006    
457 2   1994.10999    
458 3   2003.05005    
459 2   1996.06006    
460 3   2005.05005    
461 2   1996.08997    
462 3   2005.05005    
463 2   1994.03003    
464 3   2005.03003    
465 2   1995.02002    
466 3   2004.08997    
467 2   1994.02002    
468 3   2004.10999    
469 2   1994.06995    
470 3   2004.10999    
471 2   1995.10999    
472 3   2004.06995    
473 2   1995.10999    
474 3   2004.06995    
475 2   1996.01001    
476 3   2005.07996    
477 2   1995.12000    
478 3   2005.06995    
479 2   1993.10999    
480 3   2005.06995    
481 2   1995.10999    
482 5   2018.0
483 2   1995.01001    
484 3   2004.08997    
485 2   1993.07996    
486 3   2004.08997    
487 5   2018.0
488 3   2004.10999    
489 2   1992.12000    
490 3   2005.03003    
491 2   0.00000000    
492 3   2005.01001    
493 2   1996.06006    
494 3   2004.04004    
495 2   0.00000000    
496 3   2004.02002    
497 2   1995.07996    
498 3   2004.02002    
499 2   1995.06995    
500 3   2004.01001    
501 2   1995.03003    
502 3   2004.04004    
503 2   1995.04004    
504 3   2003.05005    
505 2   1994.09998    
506 3   2003.06006    
507 2   1993.07996    
508 3   2003.06006    
509 2   0.00000000    
510 3   2003.07996    
511 2   1996.08997    
512 3   2005.05005    
513 2   1996.06006    
514 3   2005.02002    
515 2   1995.02002    
516 3   2005.01001    
517 2   1994.01001    
518 3   2004.08997    
519 2   1994.08997    
520 3   2004.09998    
521 5   2018.0
522 3   2004.10999    
523 2   1995.12000    
524 3   2004.06995    
525 2   1994.06006    
526 3   2005.07996    
527 2   0.00000000    
528 3   2004.06006    
529 2   1995.02002    
530 3   2005.07996    
531 2   1996.01001    
532 3   2004.06006    
533 2   1994.09998    
534 3   2004.06006    
535 2   0.00000000    
536 3   2004.07996    
537 2   1994.09998    
538 3   2004.10999    
539 2   1993.08997    
540 3   2004.09998    
541 2   1993.04004    
542 3   2005.03003    
543 2   0.00000000    
544 3   2004.04004    
545 2   0.00000000    
546 3   2004.08997    
547 2   1995.05005    
548 3   2004.03003    
549 2   0.00000000    
550 3   2003.12000    
551 2   1993.08997    
552 3   2004.01001    
553 2   1995.06006    
554 3   2004.02002    
555 2   1994.06006    
556 3   2003.05005    
557 2   1995.06006    
558 3   2003.06006    
559 2   1994.06006    
560 3   2003.06006    
561 2   0.00000000    
562 3   2005.05005    
563 2   1996.04004    
564 3   2005.05005    
565 2   1995.03003    
566 3   2005.03003    
567 2   1995.12000    
568 3   2004.09998    
569 2   1994.04004    
570 3   2004.10999    
571 2   0.00000000    
572 3   2004.09998    
573 2   1995.10999    
574 3   2004.07996    
575 2   1996.01001    
576 3   2004.06995    
577 2   1995.01001    
578 3   2004.06006    
579 2   1995.12000    
580 3   2005.05005    
581 2   1994.05005    
582 3   2005.06995    
583 2   1995.12000    
584 3   2004.06006    
585 2   1995.03003    
586 3   2004.07996    
587 2   1995.05005    
588 3   2004.06995    
589 2   1994.07996    
590 3   2004.10999    
591 2   0.00000000    
592 3   2005.01001    
593 2   0.00000000    
594 3   2005.02002    
595 2   1994.08997    
596 3   2004.04004    
597 2   1992.12000    
598 3   2004.03003    
599 2   1993.05005    
600 3   2004.02002    
601 2   1994.12000    
602 3   2004.01001    
603 2   1993.06995    
604 3   2004.04004    
605 2   1994.09998    
606 3   2004.03003    
607 2   0.00000000    
608 3   2003.06995    
609 2   1995.03003    
610 3   2003.08997    
611 2   1993.12000    
612 3   2003.08997    
613 3   2005.05005    
614 3   2005.05005    
615 2   1996.10999    
616 3   2005.03003    
617 3   2005.03003    
618 3   2005.02002    
619 2   1995.02002    
620 3   2004.10999    
621 2   1994.07996    
622 3   2004.09998    
623 3   2004.10999    
624 3   2004.09998    
625 2   1994.12000    
626 3   2004.06995    
627 2   1994.10999    
628 3   2004.06006    
629 3   2004.06006    
630 3   2004.06006    
631 2   0.00000000    
632 3   2005.06995    
633 3   2005.07996    
634 3   2004.12000    
635 3   2004.06006    
636 3   2004.06995    
637 2   1992.09998    
638 3   2004.08997    
639 2   1993.03003    
640 3   2004.10999    
641 3   2004.10999    
642 3   2004.10999    
643 3   2004.09998    
644 3   2005.01001    
645 2   1993.07996    
646 3   2004.04004    
647 3   2004.05005    
648 3   2004.05005    
649 2   1994.06006    
650 3   2004.02002    
651 2   1993.04004    
652 3   2004.01001    
653 3   2003.10999    
654 3   2004.01001    
655 2   0.00000000    
656 3   2004.04004    
657 2   0.00000000    
658 3   2003.06006    
659 3   2003.06006    
660 3   2003.06006    
661 2   1995.05005    
662 3   2003.05005    
663 2   1994.08997    
664 3   2005.05005    
665 2   1996.07996    
666 3   2005.05005    
667 2   1995.01001    
668 3   2005.03003    
669 2   1995.02002    
670 3   2004.09998    
671 2   1995.02002    
672 3   2004.09998    
673 2   1994.04004    
674 3   2004.10999    
675 2   1995.10999    
676 3   2004.07996    
677 2   1995.02002    
678 3   2004.06995    
679 2   1996.01001    
680 3   2005.06995    
681 2   1994.06995    
682 3   2005.06006    
683 2   1994.02002    
684 3   2005.06995    
685 2   1995.12000    
686 3   2004.06006    
687 2   1994.06006    
688 3   2004.07996    
689 2   0.00000000    
690 3   2004.08997    
691 2   1995.06006    
692 3   2004.09998    
693 2   1995.05005    
694 3   2004.09998    
695 2   0.00000000    
696 3   2005.01001    
697 2   1993.05005    
698 3   2004.05005    
699 2   1994.08997    
700 3   2004.03003    
701 2   0.00000000    
702 3   2004.04004    
703 2   1995.06006    
704 3   2003.12000    
705 2   1994.05005    
706 3   2004.05005    
707 2   1994.06995    
708 3   2004.03003    
709 2   1993.07996    
710 3   2003.06995    
711 2   1994.09998    
712 3   2003.08997    
713 2   1995.06006    
714 3   2003.05005    
715 2   1996.09998    
716 3   2005.05005    
717 2   1996.08997    
718 3   2005.02002    
719 2   1994.06995    
720 3   2005.02002    
721 2   1994.06995    
722 3   2005.01001    
723 2   1995.01001    
724 3   2004.10999    
725 2   1994.08997    
726 3   2004.10999    
727 2   1994.06006    
728 3   2004.06995    
729 2   1994.06006    
730 3   2004.06006    
731 2   1995.12000    
732 3   2004.03003    
733 2   0.00000000    
734 3   2005.07996    
735 2   1994.09998    
736 3   2004.06006    
737 2   1994.08997    
738 3   2004.06006    
739 2   1995.02002    
740 3   2004.08997    
741 3   2005.02002    
742 3   2004.08997    
743 2   1993.08997    
744 3   2004.10999    
745 2   1993.03003    
746 3   2005.02002    
747 2   1993.02002    
748 3   2004.10999    
749 2   0.00000000    
750 3   2005.03003    
751 2   1993.05005    
752 3   2004.03003    
753 2   1994.02002    
754 3   2004.01001    
755 2   1995.05005    
756 3   2004.01001    
757 2   1994.10999    
758 3   2004.04004    
759 2   1994.04004    
760 3   2003.06995    
761 2   1995.04004    
762 3   2003.07996    
763 2   1995.05005    
764 3   2003.06006    
765 2   1994.08997    
766 3   2005.05005    
767 2   1996.04004    
768 3   2005.05005    
769 2   1994.08997    
770 3   2005.01001    
771 2   1993.12000    
772 3   2004.12000    
773 2   1994.06995    
774 3   2004.12000    
775 2   1995.10999    
776 3   2004.09998    
777 2   1994.08997    
778 3   2004.06995    
779 2   1994.06006    
780 3   2004.07996    
781 2   1994.06995    
782 3   2004.06006    
783 2   1994.08997    
784 3   2005.06995    
785 2   1996.01001    
786 3   2005.06995    
787 2   1995.01001    
788 3   2004.06006    
789 2   1994.06006    
790 3   2004.08997    
791 2   1994.02002    
792 3   2004.07996    
793 2   1994.10999    
794 3   2004.08997    
795 2   1993.08997    
796 3   2004.12000    
797 2   1992.12000    
798 3   2004.12000    
799 3   2005.03003    
800 3   2005.04004    
801 2   0.00000000    
802 3   2004.02002    
803 2   1993.06995    
804 3   2004.02002    
805 2   1994.09998    
806 3   2004.01001    
807 2   1994.10999    
808 3   2004.05005    
809 2   1994.01001    
810 3   2004.05005    
811 3   2004.04004    
812 3   2003.06006    
813 2   1993.02002    
814 3   2003.05005    
815 2   1993.10999    
816 3   2003.06006    
817 2   1995.10999    
818 3   2005.05005    
819 2   1996.08997    
820 3   2005.03003    
821 2   1995.12000    
822 3   2005.03003    
823 2   1995.10999    
824 3   2005.03003    
825 2   1994.06006    
826 3   2004.09998    
827 2   1994.06995    
828 3   2004.08997    
829 2   1996.01001    
830 3   2004.07996    
831 2   1995.02002    
832 3   2005.07996    
833 2   1993.08997    
834 3   2005.04004    
835 2   1995.02002    
836 3   2005.06995    
837 2   1995.01001    
838 3   2004.06995    
839 2   1994.02002    
840 3   2004.06995    
841 2   1993.05005    
842 3   2004.08997    
843 2   1995.04004    
844 3   2004.09998    
845 2   1993.06995    
846 3   2004.09998    
847 2   1996.04004    
848 3   2005.02002    
849 2   1996.06006    
850 3   2004.07996    
851 2   1992.12000    
852 3   2004.10999    
853 2   1993.05005    
854 3   2004.03003    
855 2   1994.07996    
856 3   2004.04004    
857 2   1995.04004    
858 3   2004.02002    
859 2   1995.06995    
860 3   2004.05005    
861 5   2018.0
862 3   2003.06006    
863 2   1995.04004    
864 3   2003.06995    
865 2   1994.09998    
866 3   2003.07996    
867 3   2003.06995    
868 3   2005.05005    
869 2   1996.06006    
870 3   2005.05005    
871 2   1995.12000    
872 3   2005.03003    
873 2   1995.10999    
874 3   2004.12000    
875 2   0.00000000    
876 3   2004.12000    
877 2   1995.10999    
878 3   2004.09998    
879 2   1996.06995    
880 3   2004.06995    
881 2   1994.02002    
882 3   2004.06995    
883 2   1994.06995    
884 3   2004.06006    
885 2   1993.12000    
886 3   2005.06995    
887 2   1995.12000    
888 3   2005.07996    
889 2   1995.12000    
890 3   2004.06006    
891 2   1995.02002    
892 3   2004.08997    
893 2   1993.08997    
894 3   2004.07996    
895 2   0.00000000    
896 3   2005.06995    
897 2   1994.10999    
898 3   2004.10999    
899 2   1995.06006    
900 3   2004.12000    
901 2   1993.04004    
902 3   2004.08997    
903 2   0.00000000    
904 3   2004.03003    
905 2   1994.08997    
906 3   2004.03003    
907 2   1995.04004    
908 3   2004.01001    
909 2   1993.12000    
910 3   2004.04004    
911 2   1994.08997    
912 3   2004.02002    
913 2   1993.03003    
914 3   2003.06006    
915 2   1993.09998    
916 3   2003.09998    
917 2   1994.06995    
918 3   2003.08997    
919 2   1996.05005    
920 3   2005.05005    
921 3   2005.05005    
922 3   2005.03003    
923 2   1994.09998    
924 3   2005.03003    
925 2   1995.12000    
926 3   2004.12000    
927 3   2005.03003    
928 3   2004.12000    
929 2   1994.08997    
930 3   2004.09998    
931 2   1995.01001    
932 3   2004.06006    
933 3   2004.07996    
934 3   2005.06995    
935 2   1994.08997    
936 3   2005.06995    
937 2   1994.03003    
938 3   2005.07996    
939 3   2005.07996    
940 3   2004.06006    
941 2   1995.01001    
942 3   2004.06006    
943 2   0.00000000    
944 3   2004.08997    
945 3   2004.08997    
946 3   2004.09998    
947 2   0.00000000    
948 3   2004.09998    
949 2   1992.06995    
950 3   2005.01001    
951 3   2005.02002    
952 3   2005.03003    
953 2   1994.07996    
954 3   2004.05005    
955 2   1993.03003    
956 3   2004.02002    
957 3   2004.02002    
958 3   2003.12000    
959 2   0.00000000    
960 3   2004.02002    
961 2   1993.07996    
962 3   2004.05005    
963 3   2004.04004    
964 3   2003.05005    
965 2   1994.10999    
966 3   2004.05005    
967 2   1995.07996    
968 3   2003.08997    
969 3   2003.06995    
970 3   2005.04004    
971 2   1996.09998    
972 3   2005.05005    
973 2   1995.01001    
974 3   2005.03003    
975 2   1995.01001    
976 3   2004.12000    
977 2   1995.02002    
978 3   2004.12000    
979 2   1995.02002    
980 3   2004.09998    
981 2   1995.02002    
982 3   2004.06995    
983 2   1994.06006    
984 3   2004.07996    
985 2   0.00000000    
986 3   2004.06006    
987 2   1995.03003    
988 3   2005.06995    
989 2   1994.02002    
990 3   2005.07996    
991 2   1994.06006    
992 3   2004.06006    
993 2   1995.02002    
994 3   2004.06995    
995 2   1994.04004    
996 3   2004.08997    
997 2   1994.01001    
998 3   2004.10999    
999 2   1993.03003    
1000 3   2005.03003    
1001 2   0.00000000    
1002 3   2005.02002    
1003 2   1995.06006    
1004 3   2004.09998    
1005 2   0.00000000    
1006 3   2004.04004    
1007 2   1993.03003    
1008 3   2004.03003    
1009 2   1993.06006    
1010 3   2003.12000    
1011 2   1995.03003    
1012 3   2004.05005    
1013 2   1994.04004    
1014 3   2004.04004    
1015 2   1995.05005    
1016 3   2003.06006    
1017 2   1993.08997    
1018 3   2003.06006    
1019 2   1994.09998    
1020 3   2004.03003    
1021 2   1996.06995    
1022 3   2005.05005    
1023 2   1996.07996    
1024 3   2005.03003    
1025 2   1995.02002    
1026 3   2005.03003    
1027 2   1995.02002    
1028 3   2004.12000    
1029 2   1995.12000    
1030 3   2004.10999    
1031 2   1995.10999    
1032 3   2004.10999    
1033 2   1995.02002    
1034 3   2004.06006    
1035 2   1993.12000    
1036 3   2004.05005    
1037 2   1994.04004    
1038 3   2005.07996    
1039 2   1995.12000    
1040 3   2005.06995    
1041 2   1995.02002    
1042 3   2004.06006    
1043 2   1995.01001    
1044 3   2004.06006    
1045 2   1995.07996    
1046 3   2004.08997    
1047 2   0.00000000    
1048 3   2004.08997    
1049 2   1993.03003    
1050 3   2004.09998    
1051 3   2005.03003    
1052 3   2005.03003    
1053 2   1993.12000    
1054 3   2004.10999    
1055 2   1996.05005    
1056 3   2004.05005    
1057 2   1993.06006    
1058 3   2004.04004    
1059 2   1993.03003    
1060 3   2004.03003    
1061 2   1994.04004    
1062 3   2004.02002    
1063 2   1995.06995    
1064 3   2004.05005    
1065 2   1995.12000    
1066 3   2003.06006    
1067 2   1994.07996    
1068 3   2003.06006    
1069 2   1993.01001    
1070 3   2003.07996    
1071 2   1994.12000    
1072 3   2005.05005    
1073 2   1996.07996    
1074 3   2005.05005    
1075 2   1995.02002    
1076 3   2005.03003    
1077 2   1993.12000    
1078 3   2004.08997    
1079 2   1995.02002    
1080 3   2004.12000    
1081 2   1995.03003    
1082 3   2005.03003    
1083 2   1995.03003    
1084 3   2004.06995    
1085 2   1995.12000    
1086 3   2004.06006    
1087 2   1996.01001    
1088 3   2005.07996    
1089 2   1995.01001    
1090 3   2005.06995    
1091 2   1994.05005    
1092 3   2005.06995    
1093 2   1995.02002    
1094 3   2004.06006    
1095 2   1995.10999    
1096 3   2004.07996    
1097 2   1993.07996    
1098 3   2005.01001    
1099 2   0.00000000    
1100 3   2004.10999    
1101 2   1993.06006    
1102 3   2005.02002    
1103 2   0.00000000    
1104 3   2005.01001    
1105 2   1993.06006    
1106 3   2004.05005    
1107 2   1994.12000    
1108 3   2004.04004    
1109 2   1993.08997    
1110 3   2004.03003    
1111 3   2004.01001    
1112 3   2004.01001    
1113 2   1993.10999    
1114 3   2004.03003    
1115 2   1993.01001    
1116 3   2003.05005    
1117 5   2018.0
1118 3   2003.07996    
1119 2   1993.09998    
1120 3   2003.07996    
1121 2   1995.06995    
1122 3   2003.08997    
1123 2   1996.06006    
1124 3   2005.05005    
1125 2   1995.12000    
1126 3   2005.03003    
1127 2   1995.01001    
1128 3   2005.03003    
1129 5   2018.0
1130 3   2004.12000    
1131 2   1994.08997    
1132 3   2004.08997    
1133 2   1995.12000    
1134 3   2004.09998    
1135 2   1995.01001    
1136 3   2004.06995    
1137 2   1994.09998    
1138 3   2005.06995    
1139 2   1994.09998    
1140 3   2005.07996    
1141 2   0.00000000    
1142 3   2005.06006    
1143 2   1995.02002    
1144 3   2004.06006    
1145 2   1995.02002    
1146 3   2004.06995    
1147 2   1993.06995    
1148 3   2004.08997    
1149 2   1993.05005    
1150 3   2004.09998    
1151 2   1993.02002    
1152 3   2004.09998    
1153 2   1993.02002    
1154 3   2005.01001    
1155 2   1993.04004    
1156 3   2004.04004    
1157 2   0.00000000    
1158 3   2004.05005    
1159 2   1994.10999    
1160 3   2004.02002    
1161 2   1993.08997    
1162 3   2004.02002    
1163 2   1993.02002    
1164 3   2004.01001    
1165 2   1993.01001    
1166 3   2004.03003    
1167 2   1995.05005    
1168 3   2003.07996    
1169 2   1995.06006    
1170 3   2003.05005    
1171 2   1993.07996    
1172 3   2003.06995    
1173 2   1993.06995    
1174 3   2005.05005    
1175 2   1996.07996    
1176 3   2005.05005    
1177 2   1994.02002    
1178 3   2005.03003    
1179 2   1994.06006    
1180 3   2004.08997    
1181 2   1995.10999    
1182 3   2004.09998    
1183 2   1994.09998    
1184 3   2004.10999    
1185 3   2004.09998    
1186 3   2004.08997    
1187 2   1994.06006    
1188 3   2004.06995    
1189 2   1995.01001    
1190 3   2005.06995    
1191 2   1994.06006    
1192 3   2005.07996    
1193 2   1995.12000    
1194 3   2005.06995    
1195 2   1994.02002    
1196 3   2004.06006    
1197 2   1995.01001    
1198 3   2004.08997    
1199 3   2005.05005    
1200 3   2004.08997    
1201 2   1993.07996    
1202 3   2004.10999    
1203 2   1994.02002    
1204 3   2005.03003    
1205 2   0.00000000    
1206 3   2005.02002    
1207 2   1996.05005    
1208 3   2004.05005    
1209 2   0.00000000    
1210 3   2004.03003    
1211 2   1993.03003    
1212 3   2004.04004    
1213 2   1995.03003    
1214 3   2004.01001    
1215 2   1994.06995    
1216 3   2004.04004    
1217 2   1993.04004    
1218 3   2004.05005    
1219 2   1995.02002    
1220 3   2003.06006    
1221 2   1993.03003    
1222 3   2003.06995    
1223 2   1993.01001    
1224 3   2003.06995    
1225 3   2005.05005    
1226 3   2005.04004    
1227 2   1996.07996    
1228 3   2005.03003    
1229 2   1995.01001    
1230 3   2005.04004    
1231 3   2004.12000    
1232 3   2004.12000    
1233 2   1995.01001    
1234 3   2004.09998    
1235 2   1995.10999    
1236 3   2004.10999    
1237 3   2004.06006    
1238 3   2004.07996    
1239 2   1996.01001    
1240 3   2004.06006    
1241 2   1995.02002    
1242 3   2004.04004    
1243 3   2005.06995    
1244 3   2005.06995    
1245 2   1995.02002    
1246 3   2004.05005    
1247 2   1994.08997    
1248 3   2004.06006    
1249 3   2004.08997    
1250 3   2004.07996    
1251 2   1993.08997    
1252 3   2004.09998    
